x;y;z;group;opinion
0;6;22;1;random
0;6;23;1;random
0;6;24;1;random
0;6;25;-1;random
0;7;0;1;random
0;7;1;1;random
0;7;2;1;random
0;7;3;1;random
0;7;4;1;random
0;7;5;1;random
0;7;6;1;random
0;7;7;1;random
0;7;8;1;random
0;7;9;1;random
0;7;10;1;random
0;7;11;1;random
0;7;12;1;random
0;7;13;1;random
0;7;14;1;random
0;7;15;1;random
0;7;16;1;random
0;7;17;1;random
0;7;18;1;random
0;7;19;1;random
0;7;20;1;random
0;7;21;1;random
0;7;22;1;random
0;7;23;1;random
0;7;24;1;random
0;7;25;-1;random
0;7;26;-1;random
1;3;0;1;random
1;3;1;1;random
1;3;2;1;random
1;3;3;1;random
1;3;4;1;random
1;3;5;1;random
1;3;6;1;random
1;3;7;1;random
1;3;8;1;random
1;3;9;1;random
1;3;10;1;random
1;3;11;1;random
1;3;12;1;random
